user_id,business_id,stars
57STuz5NNVhk6RHhdyssxg,RWd83o4drIOE60W1meaESA,5
QMNkS7BvjA_nItqNrmCxFw,wLcXsZYT12ovhj0wBe31Ew,5
ppMN_r79hkGiEQbRnraflQ,9MnbQg7kfb_WgxoV0hXKSQ,5
MTsuAZdma0LzPa4dB50RnA,1DedueD53YsKcpqMWPIe9w,1
1wQ8TAHzURdKjQ49XV0yDA,3QMqesQ8a9owW7DmqcgJsQ,5
pCzU60pXGYArl_yHEXp4IA,azp7DHDIBynX2Zk-1rIujw,2
E65qJQ32kiDFRxczQQWbaQ,bXHbLuxyBZemyB0j7GJbTA,3
HbgfWdG1jGG_2BvZVV1dbQ,9blzfKUQ7nsWvNM5L4OhCg,4
__qLITqAriC8UTndDnsV4w,9svP2izKnYwql7Wj2ReMdA,4
qJCuhlCmOuywVHhijygdbg,w5Y_FiGPSlPemJVxAZZToQ,3
W6dEPsRPPDN-yCNNmgfiyQ,24UHe1SZ4cgm6u6bU_L6xA,1
1AU8EYp361UzE6BUkLt02g,9MnbQg7kfb_WgxoV0hXKSQ,5
xN-xoLhTHUFfTS_BMGG0xg,RofPcfgxItpYw1eQ3e1Hjw,5
VlmPPBMnEQEIVOzRo61uzQ,zrtRx2bm55zVeYIpzLLm3w,5
YnsF6l8cUanYj3Y8pOKCTA,u8C8pRvaHXg3PgDrsUHJHQ,5
mH7vGunyTuZucxHMIYSDiQ,jK8PNNtv4RI6m-xd-tGjPQ,3
WJdXYIM5cphh_28C5Bhnfw,uGxZdLLgMQDvFSqiXyCg_w,3
_J5b7ykbzdxa5tmuhb74gQ,zp3rZNu-5qonTL3ByPYOUg,4
d2UL8OxKpWkk8ySgVoXpfQ,boIILzBqhjWhq4G0BsB5_A,2
Wvqgyucbg8_NxBa5Fl_KXQ,fY0Dpw5a3i1CMjMuT2SaDQ,5
qgEVPFVPcXZ9xeuBgZdxdQ,bQ8ndy52Rcdv3uYvoJWQ_w,5
6qmfpndYDhkahHNfItjoKw,QdganL5AW9E_fNoRVroLig,5
YYijR8EXVcWFbhcUaV3tsQ,dxto9kHXtmuYIvm5aUxF9Q,5
D6nl1L-hbfSy2naDB2cgFw,t_yiQnxUDdPPCN2z4QyezA,5
g3YD-k2uvh1fJF040YG_oQ,u8C8pRvaHXg3PgDrsUHJHQ,1
d7D4dYzF6THtOx9imf-wPw,0FrYsoVHheQGoXEQsH2d2Q,3
MkclE8HIHM5vKVynPvP1gw,-zEpEmDfFQL-ph0N3BDlXA,5
nA8uny7hRJRDd8bUROk3NA,ovApUucCKSb9k0lTP2JieQ,2
S2z_LEbtJYWzAcUOfg1gkQ,Gr3iQWZcBGg8pjf3xwreew,2
3AUYoYyasxwH16OtXGftjw,xTgrFckpZ4ZzLLWWGWBthg,4
OjcAvzW3fBDDxqA8TuQUiw,5_cn7M-9swHrFbnqZtYGBQ,4
MTIfzQiImPs50Xyry0LNTw,QtZry_s3LGRhxpIpqezf0w,5
t5IlUxtc4YFUCYStjdlXfA,MZ8dSU3HqlnDmS0b864Aww,3
toVzjLi6YjV35O3nlKlA9w,whaFdQjOYoc5pyOG5o7HUg,1
sz0FdhdPhHVQaqBoECyMSA,w5Y_FiGPSlPemJVxAZZToQ,3
IxiVty8zfZC093jiaFaG3A,jK8PNNtv4RI6m-xd-tGjPQ,4
JvisA3s2O6Dx2QfdkWq3Mw,d_Wm9CpzIo_0T-XLfq1UcA,1
oHiYbfHmV7CcBNSNegkH5g,36hpvKWCT8_1kM8GrHIzMQ,3
TG5YQA_dFMv8G4cXM7nGGg,oJJz8E82bvu202ZfrhKg7A,5
-eNXlBt8f3peANJvNHz6Cw,t0HT9od2xZ0Fc5a0PFB2BQ,1
nDrV5sO505pXBMTE9CmEjw,p9yfzM_lO-FWKX7Bx1FnEg,5
y3Dd7_y0EUDYoxhZh5LPCw,Lwb6bG1Qu3BbW7FJj5suLw,5
z_9oeZ5aN8g8AzPNENht8w,0-WocGTpO3Zm4q1Zzz49Rw,2
sMPqByfefvg_ITlz9t5dPA,zrtRx2bm55zVeYIpzLLm3w,5
zgMLViu8iDixapjqM_DMhA,dEKnEqm6Q44copoadiT8Iw,1
S5nBdKAvWY1mPQBufMjnwg,d7ZAFNiqhZD9yo0lX-AeKw,4
3GjJxpBIDcn7NGSywYlYXg,mZJdFjxvVddqPN5RZdKSHg,2
MY7shMHH-u2vhRT0KGdNkA,-fiUXzkxRfbHY9TKWwuptw,5
eG3dgpw1wKQAVQ6tpbUDQw,fY0Dpw5a3i1CMjMuT2SaDQ,4
_fGZT8LSzjDglc-u3FL3Cw,ovApUucCKSb9k0lTP2JieQ,5
3zBJUlWtPNoZ0uN83ODbyg,u8C8pRvaHXg3PgDrsUHJHQ,3
pJyV8I6JsKG_iSzPLvb5AA,dIZcPB3CtNjMn4O_p8QFxw,5
7xioEqU3iMEfd4x2qMxoqA,BkqM_Ou82P3gn_PTxEN3pw,1
myxlYR43xkYIvFVfphOrUg,2KyPvxkqIdJsLUjAsZBBhw,5
eLr-wSK5gN2IxPVy1R_njg,u7jiuYiz-zVwsh0TGRHUIg,5
ITDsWBToxtTxRBruRsJDrw,qeJnMI5RmyJ2TZvkqvjn6Q,2
dRSFVCmx92tyGz_Yu1hh1w,ZiJVt1CsKoXyqSOZW8V4-A,5
bv6goMgu-YWrfcgmQEek-A,5CSGxhesXkz2XNQB8AP6Kw,5
iYwDTxhYStsIDHB514ltjA,uzpdcxvlKx5BuoWU3NRHbA,4
HA7d809zV6sMJ1U529a85w,BkqM_Ou82P3gn_PTxEN3pw,2
bZjNPbH5iTFm7fkLmSLv2w,TOd2b75ZS2Czf9ywzHr_iQ,5
59ygiX9-a8B91rb5qvtIgA,dEKnEqm6Q44copoadiT8Iw,2
8uzUm_7jyovLsqRL6AbCzw,wk6E7So8iKp6WW-IQuRwAA,4
tMqxceO84JQDMp7zYOl2LQ,ViJjcvNH_Up1mXZ5NieApg,3
Uc6UNZ72AA0oJOKZi8UOXQ,_n5wggIEfBzCUepjgvHXAQ,5
VVimjPD7f8O5D1fhy5vSpw,EsDG5Yit6y5OvK4ocBfmyw,4
PNE4e3Q09Djtn5DdFDWcnQ,SiJ8eALRBJvrLnY5PDj9bA,5
g2eLsnHZz9XToxBEZitEUA,dIZcPB3CtNjMn4O_p8QFxw,5
g4HWAS4nCi4UqG68cR2FgA,A_eABcl0LTts73RNo2Np2Q,5
Jiw1kr7W1IbbqL1p_V7d1A,dtKy808TwAgtOcwSCbXFJw,4
5cxVX2zhGdyNROHCkCRn_w,8mKV3KThn3wXGL3OVxrCNg,3
TNXZ07WJL_GpRd67a59hog,0grgvnq4GgoY-estWytUhg,5
syuzk9vxQ-Qw0M20hFA_zw,20dcMWU65FpczwZjYkqF7Q,1
E1gp8ZJ8-NHYbyN1Ce7ksw,D2f7q_jP-qDs777xlzfglg,1
ulLyFZOH-UktxggDf8Hl5g,t952QLgrh-5l1woJ4IFgUA,2
intZeUcsRTzwJI2ET9CgUg,JEtSnAOhY1jQqj1SmISJhQ,5
6IAvTNMpMwa5dAQ_k6au7A,jK8PNNtv4RI6m-xd-tGjPQ,4
ry-CdVaSU3pNJBLJrBKD8g,NEVA0IYbawceL6kz5v5DAw,5
6X0i-oGUbh5DZdTHzFuKfg,-5NXoZeGBdx3Bdk70tuyCw,2
EjZJJ96YZBYwoCwBZmldWw,-fiUXzkxRfbHY9TKWwuptw,3
UgolKvzsn6I6SXhSiqm8dA,y2V42mxWvVoH4NvUT_n8eg,2
ZT70ZzpVrWl013A-sId3Kw,SmHuGnqBCjGg5e8QAkBTtA,4
VKfGi3QxSv6JpmEhULqEKg,eY8afQl17K4N2bf3z6nkCQ,1
UgolKvzsn6I6SXhSiqm8dA,cDGaMsCAx8guR1IUrxLxWA,5
kEYEa9zuEmqHzkuKpjrWgw,DTxj39kZVe3NUscJoPYUYA,1
0Idk9sEc1u5z6phSDa-qmQ,gnqHyA6gY2-m9S-FKt6Xqw,3
qntQp9UoeP6ju8D_W0Y0cw,C3d4HqDjWq9e_0cPfmPykg,1
U5B3BF3mdo52dOAJrHBbLQ,BkqM_Ou82P3gn_PTxEN3pw,3
JRNF31FgNYaOauclOdwSbQ,t952QLgrh-5l1woJ4IFgUA,5
gF37cxBOnIi3ZoC6FKmu-Q,L57D-jGExAu6HwjByT8BOQ,4
qfLwQmAWMmLD4glryEht1g,JmYYGu_FIdYVvNXRsucAvQ,1
IxiVty8zfZC093jiaFaG3A,Ez1U0wMD7Wws2BPAYfW3yQ,4
N5g5qIABZtjxxtdDjAQ7Vg,gGqI0E65Pt6PE3moPlN4Yw,5
8Ib-T2yfKDncUt03DVYTKw,RWd83o4drIOE60W1meaESA,1
bnhxphXgh-T3hE0dAER1XQ,RdwJXTQo3Ez9DAbGpybl_w,1
wzb5nL73Rn5K3o7-00eAuQ,VIJ2KiDKhUVhhpNylEIfog,5
HLZqiuEZMrHLjtyuzWTqPg,gaR5jDvZsOC0RQeY-W1eqQ,5
JCyFu9PSz5H1BedJ2V3F6g,Gvox18F9QxsSS9qG2O8E-A,5
fArTShy683K7noxfxCYGwA,qaS11gk1kIlrzCX1LYiZsw,4
7NrJ7as2Su-QPx1S48pYrg,O4-tpRbaMfrdx_okiVAbaw,4
DX33cn-dn2KhM9y2oDYmDw,uzpdcxvlKx5BuoWU3NRHbA,5
edDdIDnhWMti_gWBsB5d0Q,gaR5jDvZsOC0RQeY-W1eqQ,4
lTXu5oAjqu4cwcaXiAGInA,NXERVbjRdwe0Deg4d_fVlA,1
zh4q3uttnkjsL8CH6lDDbw,-tdbaE1aNrhXF7OeMZcFpQ,5
jlKt1heAnfEHzxf9UAHUdg,O3zVw-VAcJi8ta4B6v5iAA,5
utX7vaFar_b_FVJUkHDJcA,ZxQlHVm0pj0ERqpwhEHc6w,5
ZcmygQoxwAtDWi9AEFlARw,YrZxRSTg_dVbZd5PXz7G5Q,5
xM_oTIj8NvpzP43AeInKZg,zMcmS7YojvNbmJCa-iTSYw,2
-_YQv9cPTEQnAq7J-r6zpw,ovApUucCKSb9k0lTP2JieQ,5
YlVFEFkGDWyeyvnXwzh5Mg,o5Mofj5KJkYAMs_fhxftpg,5
L_RuXxT9FKruUXRhFpaKEA,7Vaj54SeGM3RupuvNlccOw,5
poVgBra2YN8DaJg5_CkL9w,dn9lwYUxmhs_mLKPu7L25Q,2
D3Os7pZg5YzCgtck0qv5hg,RwHE2Rt-DHlwWuxFLjPbgA,4
-6rOZ_QxQw4gFj3UdRkVGQ,SPlSJX-dGs2srKNriu1mEg,5
qntQp9UoeP6ju8D_W0Y0cw,p77QTTPWNmi6_wAJ5Dh_lQ,3
N-ltAlxPH3HPY-8djpiyzA,vqEtZ7CtNB9G8WMzjwJA2g,3
bxJfL_Vl1DxFiQSaVoqCsQ,rQX6RVr6E4Zg9hx8GBFGHQ,2
VGJyLo9Z1tZj-T6W0yrJpg,9MnbQg7kfb_WgxoV0hXKSQ,5
sI1AEPejbOupnZRDNlcvaQ,e0prCZXtHGQIKeQ_wTW3uw,3
rTVv0EDItiAXBfV2hn97Ng,qeJnMI5RmyJ2TZvkqvjn6Q,3
6IAvTNMpMwa5dAQ_k6au7A,abA0s0uxoeOn7zNm-1dDxw,3
nA8uny7hRJRDd8bUROk3NA,bkh5o6bCzDCovSkRYBsU1w,4
w8bJfHA7EK-gcBGufDEVQg,vqEtZ7CtNB9G8WMzjwJA2g,2
RviL20-3arzQcOIcv4UR7g,pA3ltu4j31uatVu0_Gu1PQ,4
7k792kPtF7R5CFDupDG0cQ,9MnbQg7kfb_WgxoV0hXKSQ,5
ZXa72se0WgFa3pcdY4ZTng,2wNI-81CncuC21xr92anTA,4
InEfg9vsCcknEG9T01gWUw,RQxLNvAra_MUUPHdhukilA,4
mqPGAgmS-Hpdq4QLE2OeVA,S_9OaE_RBWBIXnUKvxJKsQ,4
Rzu0xLfxSuAUJMJgqHkbbA,0-WocGTpO3Zm4q1Zzz49Rw,1
xzHnWZGc4GOPwGnXdkfiBw,RWd83o4drIOE60W1meaESA,4
LiRDIuGfE9MUvBrVAwaJNw,boIILzBqhjWhq4G0BsB5_A,2
46TWeYtIWmP2tU3eRqyj5Q,tqxS-gA5zhBvdI5lk7kDGg,4
t9EWoO3fay-4_yJtCGdp3w,xeN57OX3lJfY96nfEx63fg,5
rZEbBGVeMDv0bhP_DnwCjg,gTFdg40gLp9Jxq5mRhYyFA,4
YQUbI0uQYuIa42wfofR-gA,NSzhahVpI_B32snhJHM0HA,5
-fAJx9ZbxlKfYRCSKpIM0w,OW_PProvzKUwQBBODXNUMw,5
sGeZFu7RcU-mrOuoUIuojA,Ez1U0wMD7Wws2BPAYfW3yQ,4
q6UCOzZHK3L4gpxgwM2V_w,Y8CW9v9iMzWbt1VA1EypHA,5
722_fCJ6HiUcidSi2nGkZA,LElQBiDw8HyU_LrbjP8C1A,5
bR0bexPngAiv-N4soWjh3w,SgG5E7PUrCIsEMP0BVSlTg,4
bdJBYIrivjkgp_4AV--1ew,tfLpb7o_w9nx7UihyLbq1g,4
QHfyvUONp_VwCgTe-CY0pA,4cPM1Hcj3UiN3fxyOsiR9w,1
guPaExaSjcXIVVBrDFK3pg,VIJ2KiDKhUVhhpNylEIfog,5
j4vLOFpVMkCf7z7TUcJtmQ,jK8PNNtv4RI6m-xd-tGjPQ,2
XtrYx0k7bNos0APL0QdElw,E6QAh8UPRo6Tlg6hkcWCHw,3
Nxp3LU9BzpcUtxcvCuPlxQ,w73NcxMQmDsqVKu3zVSJtg,5
HeTqkQClXiWtV2ePaj1fSA,t_yiQnxUDdPPCN2z4QyezA,5
YfkRbqVYOMRW9O7hsv3Izg,m4DwPVxmFDQE_FnGIOa3cQ,5
JBZlSDM914PQt3pnh9o8ZQ,o9nGD3J0btXjE9M6IdgZTA,4
0QqfsMhs_sEyxKNM4SOh3Q,lWmDrnqgU6w3gFaJyn_1Uw,1
jtsvOKTU1iEbma7DJvYkGQ,L2c-qKZWumCmOCR-dqBLrg,4
-ltirVC-htJ_PbsBA8YGKA,9MnbQg7kfb_WgxoV0hXKSQ,5
tQeNKedayyuzb0sQ4HROdg,E6QAh8UPRo6Tlg6hkcWCHw,1
zKjpiG6knomktlqYVlPRag,pVLZQRs67CF4gZCEYCe_3Q,5
HU4vQfcRuLjb6UurbvZF1g,e9shtyZ7-9GYcbPIVV--XQ,5
TbergOiXBCacE--_0S4t7Q,9HP13JaP9nmN3qX5v0jamw,2
LdsyGGnwILU69WOwYEimqw,t952QLgrh-5l1woJ4IFgUA,4
3Wss5eoNbfhqHKsB0jaqew,rmHPZk6jT7NlfJU457oHwg,1
IHkhcGI5atPpg2rMmSyV3w,Z2W3K8x9cRGXvlGWerZH-w,3
WJgQVvpg2UhPBRvi7vpghA,0WOlYhMZFtitsupK3VP_2w,1
SOKhdOlyS1kk5_vZMBws_A,T7TuM9fYi_QIYC3ipg7CzQ,1
s2K00v855VB_TwXpY9IhAw,miMx3VNOW8qPJC5wEGaIOw,4
7EQYY77Oy5MDE1_y8MoQ_A,xwdvkz6Mlu_KlXzBEblsew,1
1eKkkTb8JqZcYRUCl8gkWQ,a9KUNRphQVLeCsC3RAEQPA,5
YB6Od7bQtIulJe4M7I1vkQ,1hSGeXz8tCMvi7tBkP4CTg,1
HujsXo4W3OPnCNEO8ZtN3A,S_9OaE_RBWBIXnUKvxJKsQ,3
VpHPe198nKTjDLam08O80A,QLgFt4lCcv4G-FOQQcjNnQ,1
xW6bS2ag6VTjVtFpj7GDdA,ZQH1s3nTDyclGrQ160NrEQ,2
Y8Lk-x4k9bZAQW-SWAiNYQ,-LfTBo0oa_uD454ScEW2XA,1
VVimjPD7f8O5D1fhy5vSpw,LElQBiDw8HyU_LrbjP8C1A,5
z_9oeZ5aN8g8AzPNENht8w,jKxES7iLV63H_PfyGVGIDw,3
MyojsYPMDl1aQqsT7xFL7A,dn9lwYUxmhs_mLKPu7L25Q,5
emFFLLncRBFGiUJT1n6U_Q,t_yiQnxUDdPPCN2z4QyezA,5
CalVMA3EZcn1svdCxqV29Q,syP9qsN2-TiMbxh2zv1_NQ,2
YQUbI0uQYuIa42wfofR-gA,BoTQepQTjGbTXA4g4Hj-WA,4
a4seSZMF9QxPBGAJ9MjaPw,UmZdQID7QJoyg2R92mK3HA,3
hehGSVa1SIZa8TM5eT3CMQ,o80p16nM5CWbl22JP1nB-w,5
4QFx7cFvn1is6VUv9tuavQ,-Jhlh8Scjy669NdtCfKSSg,4
B8WruADju0mx5FlkLfYYfw,abA0s0uxoeOn7zNm-1dDxw,3
qntQp9UoeP6ju8D_W0Y0cw,cFXbnUGRNYI4gVR2WIBHlQ,3
sqZBnMYSfU-KuKevtWevrg,CpNMXASiwtJv5eCDf0n63g,3
A-knGXCYAXkwZ8-iNnt3jQ,u8C8pRvaHXg3PgDrsUHJHQ,3
nGAwhxfcf4h9tOATVdIBTg,t_yiQnxUDdPPCN2z4QyezA,5
9d5t5XXkBnvczVCFXui0_w,8mKV3KThn3wXGL3OVxrCNg,4
8zpZLEWweD0Tp6wLTzlZsQ,pMiz7SP82Tknv1NbVqoSfg,4
YKTWfz7agRpHv9MV8uQUTw,iZleRh4SOtf4GquA5L8WXw,3
2WPS6dCSfx3PjqLKqljOFQ,ViJjcvNH_Up1mXZ5NieApg,2
oj89781zkZh0NAH-AHEDCw,SPlSJX-dGs2srKNriu1mEg,5
KLn-IvwKSCTRNedb6nt6uQ,X57f6FWZiwI1wOidPPhOrQ,3
KdfA5jmYegK5-6clEf7xSw,VIJ2KiDKhUVhhpNylEIfog,5
W1B5irsU3ka7H5HVEywGxA,e9shtyZ7-9GYcbPIVV--XQ,5
SM9t5NjymBB9UA7_SU-KQA,-zEpEmDfFQL-ph0N3BDlXA,5
L22l1ru37i3AYVZiD_5O8Q,KyL5HUZgHdu-1I149Khtxg,2
r5sEAjS-JLMef4l5rounPw,nplkC6vnh4qT9xH-vhup6w,1
JUK0IjEgX9kiy8Cp-iamqQ,qdOHQff0l0OxLu8NdQ5wVw,4
2jXDBVwqk622i91YTsN--g,w5Y_FiGPSlPemJVxAZZToQ,4
Rmn7i49T6Jvn4LoQw4r4jg,CPjWjKn4bj3QQFQ1nUlXUg,5
Yximlvn0cfb3yVDaLuXDxw,VHsNB3pdGVcRgs6C3jt6Zg,5
6nZXw1-xjwSG1dtR9sdpWQ,wKaTLh2SJDmK1ihxgNq1zA,1
htviFu-QIScfkdQ_GaDYZg,rBj1vByP-GjXuNUR0Nj0qA,5
6_l_FIvy5eOWkMrmaDuuKA,8sCEkyczBsOEqizt3mfXyg,2
ic-w_tW3Kf2TZBKVBrctgw,ZLofIeFAe21ViQUNORvCsQ,5
o0emAbW2Z9MnyGxBUzH2ZA,dn9lwYUxmhs_mLKPu7L25Q,5
pFRE2mNCQvx9DUU542c6Dw,-fiUXzkxRfbHY9TKWwuptw,4
ww61rSSpRlQSBlBI0vqGLg,24UHe1SZ4cgm6u6bU_L6xA,3
IIDgP229ZksHoJVe0iOYNg,fawUfZ9V4P5FJpOPVx6Fwg,5
AWlitAwFS-0KtCfyCWh0nQ,6d82R41sVNDVS0I-c1Ghkg,4
ElHJy899jopBUt2a4Ekncw,9MnbQg7kfb_WgxoV0hXKSQ,5
_LJuQdla39i0izIlFzqJww,exx_UjNFHW2uPI1ZT7JFNA,3
fnNSkK1yp5_Th48_gDkj_g,QdganL5AW9E_fNoRVroLig,3
yZac3rePuoWGVTk0wZA5ww,EehOMgunp1FFWGiD3lxmaw,5
g2eLsnHZz9XToxBEZitEUA,zrtRx2bm55zVeYIpzLLm3w,3
HRHz5o8640mFukpKQN4FLA,th4pZ5LkoIIkb1Vmu_m2DA,5
nlNwQit6A8cRFN2j63Lhgw,ab-SN9sTNB29QzrgjgniUQ,5
F3Yq_M1MmC1hKxTRAjGMLg,C_Zj7H7bUJ5kGCwFmEwW6w,5
5v1OwXLi9RgErLclZKxCEQ,Rd5H5-3KbF0IwXSmHzHLdw,4
cW3Z5w6vCg4j5dWMNFUsag,kyXEnWKQGWSThY6EcjORuw,1
LhCabMt5hyHvVjlUJbYgnA,th4pZ5LkoIIkb1Vmu_m2DA,3
jfgTJLj-1T8OguAojY2Amg,LyGab6ITDEMDI5E0YcC0Ng,4
JiEK3u8jE7TVPmhbcAFM-A,K2lscpx0S9wpqNz0s9AIwQ,5
qXyVbvVpIMFGYC0f3IhFDQ,HgwOtz8ObpFkzfNbtewwWw,2
gLPZlYVBcopdZdC9O8Zcsw,HAgPykErkXpPJlwOHbY01Q,3
F65IMso6YBzcJGhqCwmDZA,t_yiQnxUDdPPCN2z4QyezA,5
T23UsVAbFpiWyHyQLRPjFw,Ah4i15g8Ow_zphzcpulTxQ,5
kjAIOe_9ix1SHEZ2mFK0lA,tZT_0yAeFxuihVnGXoCbWQ,4
F8o06z0Uw88wrNz9oMaSOg,tqxS-gA5zhBvdI5lk7kDGg,2
BuGjP27rEGWlkGhzOcehpg,9SJ5sTileHeLXVMJrQiEDQ,5
_fGZT8LSzjDglc-u3FL3Cw,5_cn7M-9swHrFbnqZtYGBQ,5
73SPAUmlmvpTbatx62SUAw,Pz2mK5ZkmiWiHZG0OUcKdw,5
o3NlAhXenz4icNqLvauBig,yAHU4LB7UkwaQlxLgbH61g,1
Jiw1kr7W1IbbqL1p_V7d1A,o2zAHduE6ubeqR7kaHzSvQ,3
HSqoD_kzSswb7piiPrDCIA,IGb6MjNdPRsNVNEplGG3RA,5
fPMW0owFjU6XLBaFwcTATA,ldKrUirpZZ6JDnNwOwLpvw,4
DddR920szPb8GJ6J7NZFUA,-fiUXzkxRfbHY9TKWwuptw,5
Eq7GH_c0dpXLDCMRoi4aIQ,CDm96_A5GagulRKa5zadfQ,3
LPET4baJR5uXNnOTNzBlOQ,_TWp4gqGF7tQUGloTClcNg,5
G1p_3r-0141rYSDdJhOEkg,zTGxLMOd9crAz0XNzqrcrA,1
sz0FdhdPhHVQaqBoECyMSA,UTrqsP-oQrwoIOmBv_Jtzg,1
