user_id,business_id,stars
JoKxzSvlqAhlsgrzRZTeFA,6vVkSaymw-4MOTPh68HN3Q,4
YgEkGxPZCzOpgsVxATvxpw,VIJ2KiDKhUVhhpNylEIfog,5
Uunz4a-OJDdXwgRcgnsdzg,PTQVaWA-I5ZLzwy5oBbVMg,3
D7vqQ2D1mmj_1EV1lNXsnQ,pjO0ZRGpCwlaOzipZDa3HA,2
ytQwKNUeg1ASeDDBuURkQQ,RofPcfgxItpYw1eQ3e1Hjw,3
P-7VidyXqOGd6zBnT85pDA,kKCwp86xU9XKRnAALQDhrw,5
OjatOcYvHznWlo1t5_NZWQ,HpYmkJUqmW2Hm16Xx12Y0w,5
lGBvmBDeIooqcrMwp1a1yg,t_yiQnxUDdPPCN2z4QyezA,4
-dnm4Ym4hZ6yWUr_ATD-tA,tZT_0yAeFxuihVnGXoCbWQ,5
N8Iriob3n95cfybxXF19DA,pH72Y8aqqJlq3bgtj-d3UA,5
8jf0DVdux6qgviKZ6UETlQ,UiyjUa8CQmygujhe-ZYlsw,2
GxkY7BqazkQu6I9HBDpbqQ,B0xqLfgBlE6kmCz3ux7Oaw,5
41NDJa1B3y2NRFxHbIAI6A,S7TY9oCMqK-TffWrygetcw,1
VCXXKZTlobqblYv0ZaEstw,qIomOSnR0zaU7kv6K-0mcA,1
CE8Fl3Ixpz6u9M2v7TBrXQ,O3zVw-VAcJi8ta4B6v5iAA,4
Kc4sxiCwygidx-HIrJAOpA,RTmIbq33chUSa-etGiF8Lg,4
sKQvc7K4KqTh_EbaiZTzCg,24UHe1SZ4cgm6u6bU_L6xA,1
RwjsV4Qw1vnsZQyv_260gA,kNtToQSP_Y5U8tznLXuCaw,4
3ZIAmbOPhGX_FBBikNKkiA,xQuz-tpHwPMa-fxoqj-TuQ,2
eojsxmHhNK7iXp2U3X47fQ,GWS5s8HSm1zjqMLJD7wQLg,4
AJcwRgdkHtu3kOrEKlXq8A,2YnUIGGmhoJX4Cd61nQLkg,3
C_ZQrG6VyPTtCwUHSDJu7w,Gvox18F9QxsSS9qG2O8E-A,5
o-t-i7nbT5N_cmkCXs5oDQ,yE4k_CM9L0yPVVozyELfSQ,3
ZT70ZzpVrWl013A-sId3Kw,CKqHfvcqx73-Uz0xGMHL6Q,3
lxP9ttziHKCJAGsIOFebPA,erc6gt6BdeylBn-BUPXJCg,1
MEyGAMxYTerj0H2-gxpH1w,-fiUXzkxRfbHY9TKWwuptw,5
fEIkHoRsWF3c4_0P5hFlhw,8k2l-fbaeQU9lVG4oRgxUw,5
L9GlASdPU4rZEc3FWCsE8Q,_TWp4gqGF7tQUGloTClcNg,1
SB5kX7h_7HAL_-NG0-KoDw,5jXwI9WpDxGDmzmkmE0RTg,2
PwKfN6uD91IK5vLO37vuuA,o13eH93qmWVNFZogkjhd9w,5
k4kOyAF-ddp8UoV6ovme1w,X0aBITLKCMj_llgfMcWkFw,4
AJcwRgdkHtu3kOrEKlXq8A,EYmj4QlhqgrsMXnLeGLu3Q,4
kZ3V-bcnyIG4iAxz3PB2wA,wxNa7hyCwzoGis0kqvKTkA,1
JvisA3s2O6Dx2QfdkWq3Mw,FsnwQwatA43aeGhJlxQ_Kg,4
1oBibm0IHWHXnUFfQoOYEQ,aR0kTa6WEFROLY5dJ4cmrg,5
s5UWygzvs07DSQsVvGJYoQ,xwdvkz6Mlu_KlXzBEblsew,1
6GBA5qPMxZSWksYOFWMk7g,RWD5fdO8pSoJdqUGmg35Kg,4
jOysrKVZvJDSZgYU-D72ww,t0f8qXrKGNWv6j8MGmosRg,1
PJ3hpc0X2_kIHdw5-L3eHQ,TqDhk2CKEKU7r-dD2gp_eA,1
RuCNWHJ9xm_1IUIMufPJUg,9MnbQg7kfb_WgxoV0hXKSQ,5
j3ipYyWaP2tX2K8bDO3mDw,hvPPw19VdGRsOEkxgyD7tg,5
uCc0a2mx3_aAmuLLBEQhEA,NZ3A0xYdnmIG68mZeZV6AA,5
ypnn6O0fFRDlHrMYOEUDBw,abA0s0uxoeOn7zNm-1dDxw,5
1LtoooZKb3e7FPqM5W2gMA,ovApUucCKSb9k0lTP2JieQ,4
brSSP1PqOREGHbacSQoOxQ,5_cn7M-9swHrFbnqZtYGBQ,2
5gNVndgh4ZZgXLfq0K0kmA,u02xse4VO7lkyF4r7ARNdw,1
mqPGAgmS-Hpdq4QLE2OeVA,-fiUXzkxRfbHY9TKWwuptw,3
suKUudrIWXKimNjmQyAOVA,9MnbQg7kfb_WgxoV0hXKSQ,5
2jXDBVwqk622i91YTsN--g,ZMcbVIEXsLO7j1Q1GXKPSw,3
TBaPs9poG0uejgPofkhwQQ,zWVAg3TITCA6Rnolas_ycw,3
z9gUEUq_br3_UgMhS4JCAQ,En2YnhIO-dw8yJE7bJULyg,3
qntQp9UoeP6ju8D_W0Y0cw,JXuZErpQIO9JlkzJ13kJHQ,3
xpSQiXRnoDFolFch8TmtdQ,SvxSoyZn0WW0c7bFLIYfMA,5
QgPGXQqSwxhEAY5zUq3aCg,5uvf3QpmrdU2aiqmF4278A,2
noBDIY3d_0Gvf8UmXxu1MQ,Kws-gPJjF4RxLxJE_2BjKQ,4
k2RPYM69kQRKuVlK97H6JA,-8SG5t1yznyU0fy6_CWNDA,2
KC3iVc5G4m8P5HJD22GVwg,tLgKerW16F9V239MjNA2PA,5
jQt_DSRQ7oqrE1H_rAL78w,uGxZdLLgMQDvFSqiXyCg_w,3
Rmn7i49T6Jvn4LoQw4r4jg,xp9-HFOcV93zdQxNuH5dUw,5
wHNHNzMghPsCSAkqR_OxPw,VsLcYJHIat78FUyP08GusA,2
wikmRnykzZuy6kxDtwudjQ,Ah4i15g8Ow_zphzcpulTxQ,1
7_F0_94t_zu9YSAVRUlK2g,tCCBl_sHPQsJg37g2fjRpA,1
tnTCOJFU43-WgxDBLhQgSQ,z-Q3uNXOjr7iYpl9kexFzQ,5
gZY7QToxCRtdx5m8isSRtw,AkA481VkTOec7EteMbCFGw,2
7TJarbmD2UfHP2GBDRSN2g,m6nLTIrEJHtHSYJjVavnzw,5
-7DnvtSzPAPnwj0Ef9dnYQ,zp3rZNu-5qonTL3ByPYOUg,5
59ygiX9-a8B91rb5qvtIgA,uf8WNaHKKssMUbQVg8nJ7g,1
lJvEkdzA8pZYZuyVMlYLcA,t_yiQnxUDdPPCN2z4QyezA,1
0Os0xGYjCf_W3V5tZTWhRw,VIJ2KiDKhUVhhpNylEIfog,5
pe7Ipu71lpyXMoDWmg2MXw,X0aBITLKCMj_llgfMcWkFw,1
xN-xoLhTHUFfTS_BMGG0xg,0LCgN42C9H6iqClFevdiBA,5
-eNh1_6gV-IEXDSHGbHs7w,SCxtzXcvyk1hygdmOZqd1A,5
oVIS7GWkuHNQ2YsmkKbb0Q,KGpsB2dsdkxl8SGVUlJbZw,2
DQxtV7xZ6HQtHKHWlI9bIg,gEJZ5USuvC1r8_QvSvDCNA,3
JFpFKpYEWubc8W1Py11HRw,ECKXHrl2GqNKRMG9jp4trg,1
nxGbzuclK1zQK-lBomt2IA,jKxES7iLV63H_PfyGVGIDw,2
MIrC6qOCXxW1FnuIQB3ORQ,u8C8pRvaHXg3PgDrsUHJHQ,1
weCeiXxZBhBY5mX9y6jS1A,OkD42cWX6WjgDeLFdWSgXA,4
D2KLTtKDcYmeIlkEYnX_Zg,liYoXFyQEfxabxC0XCejpQ,5
tcuZXF_Z0RrTxd3efOXEVQ,QdganL5AW9E_fNoRVroLig,5
eNcJSOMF19kxnCrrEIdQUg,UUsS7SrTQQ2AvvpslfrvFA,5
-s83coKzDoQkogmjR0aNtA,f7weeBcs4D93MwBZJ2RhXA,5
1cMsh_HrvVWAriPTI7YXVg,rBj1vByP-GjXuNUR0Nj0qA,5
1LtoooZKb3e7FPqM5W2gMA,RwMlwusAtxZc5a3ZYduulg,2
2WuJwkWR659HMXCZxnFuJA,BKLWat64KRYzsT2DgY6Xxg,5
1CcUJJUVrCdu5zs0frSiiA,kCuVBEfMDzDM4X840R5J7Q,1
q--tunc_TsR-dJFer6dSNg,ODURDhURWmZr6b--O4nt3w,5
04lM9b5-eYvbSWisPy62rw,POuzQLJuPWx0i-dUNdRsWQ,5
5S2wCzosg57fhEyrep8y-g,XbHxWOciYlBhJOjKRQbo9g,5
3wfIh8zXcgPmJs0UBgs_IQ,-865Ps6xb3h1LP67JcQ3mA,3
2X8HoY-KKXwIgEhOs0CV0w,lWmDrnqgU6w3gFaJyn_1Uw,1
59ygiX9-a8B91rb5qvtIgA,eSwFcgCF_ENjqSq7NZGx2w,5
aHtv1e7qeq-m56qMKBy6mQ,M8G8S2takaE_NOVutGzEkg,5
01wsBmFLD_BLELpEdGCiwg,kKCwp86xU9XKRnAALQDhrw,3
g6kWg8sohsmwrQRDaaJakg,dNch89PUCbxvhieKmWi8LQ,5
CWvbd8igpRcY7CmResC2KQ,WTu8B3igPYJlkJ2gHzrBYw,5
KWNLyTtPbPrCzVDDi4XKmA,JmYYGu_FIdYVvNXRsucAvQ,5
TNH8SVcza68FrTpBHdTaLw,S7TY9oCMqK-TffWrygetcw,4
7Pj1J115NZ1MpRDHedHmJw,iZleRh4SOtf4GquA5L8WXw,4
wo_DbIpcbQUQzv6rQULraQ,rwuMWGqt7L5l5lDsOYv1dw,4
Duh6E8GdvpcGVqrpLVuFsA,w5Y_FiGPSlPemJVxAZZToQ,2
ju2niS9CwLw6PCN7i7FX8g,-Jhlh8Scjy669NdtCfKSSg,2
mN1UayvOCO3NURINR14kIg,XuByFsXXhnKmZ6hxucOj7A,5
y1MPh4EP9R_BAL6YxX2RFQ,jeTfL2kCyBtmFGSrSQHqVw,4
ZdYHJ-hctaaDeH1CpP7-EA,-fiUXzkxRfbHY9TKWwuptw,5
xq8MehjzMhUEl33Eun4OCw,kNtToQSP_Y5U8tznLXuCaw,3
1cgBGtTxmyXlr4uNZp6k0g,hvPPw19VdGRsOEkxgyD7tg,5
YfgTrVfPK6Th2J6zQuF-UQ,D6SCh4BwNb52wZIqXdS4JQ,5
LPET4baJR5uXNnOTNzBlOQ,YG3cf30rN3K9H56-JOG6Iw,3
Up5p8eREOLuKuuOulFymoQ,miMx3VNOW8qPJC5wEGaIOw,4
IxiVty8zfZC093jiaFaG3A,jeTfL2kCyBtmFGSrSQHqVw,3
lrMmvkfLbx2YZkiJwNs4ow,aKiE0aZ6vGyOlH-uVOHONw,4
fEIkHoRsWF3c4_0P5hFlhw,zs4G7HIQvUVaZoWqwpVeEw,5
Yo3xBVL5EZO5LdK0ezphew,WyuXAT4QZFqI1eOpwLgtjg,1
cek_1lxcWUmOkVBtYMbQ-w,pLBF8QrRkMicJcsjAqW7ag,4
yqcWOC-5Jl-BJ8kSkKQB2A,ecOBYL1FoVAt4fGzpxYkdQ,4
Yw_3b4FvSCWQD8Ta5fL5Uw,x6fvLWdx-Kb8_oMeqaHhRQ,4
puY4LMk0y2deowSlVcZ7Wg,FPDweEfY7HAwvosRrlUvSA,5
e-qxHKKYZs7W97Ko5e0wYQ,TVqeUn37-xg-1IAS4FTuaA,1
wzb5nL73Rn5K3o7-00eAuQ,HpYmkJUqmW2Hm16Xx12Y0w,1
n_cWC2i-ws-hMAAUWdDdQg,swdilw4Vbk-196sTVdMo-A,1
63xW-Z8ahuMWYut-hCHkig,tNot7SJRwpWNGCUaixcBaw,5
33O8Q0BdTl-PXh2lKceYgg,6FbN5wBF3BbBfv3OJQ-fDw,5
DBDpUbkMmn0aWhkiSB5fRw,fl2TPNWrchkCbNEg0utjvw,1
Rmn7i49T6Jvn4LoQw4r4jg,6nMYROXu0VX4Ytpdsfi3XA,5
GxkY7BqazkQu6I9HBDpbqQ,dxto9kHXtmuYIvm5aUxF9Q,1
a8ils9hu1l7VZsba8qBGIA,VIJ2KiDKhUVhhpNylEIfog,5
oTx1cAIxFlFFAAj8BIeG9g,E9HN0nA8eRsIBZYkL0H3xA,3
osG6M4Cb0nMIa86X5qYU3A,9MnbQg7kfb_WgxoV0hXKSQ,5
m7rosN4Yh__tXkWP0_myqw,4cPM1Hcj3UiN3fxyOsiR9w,3
r1E3MZkj-Ci3zmjS1RCr-w,lWmDrnqgU6w3gFaJyn_1Uw,4
oXnw37hq762NG87BhSduHw,RQCwzqEgjzApDf9RY8z6hA,5
Pnyw5aEQXuuHa57U7mQZzg,-LfTBo0oa_uD454ScEW2XA,4
3mDizUm821_JGnmvoyB-nA,z-jVqx3Wx9fKOK6fn86Csg,1
BhwwgFsDKwKQ2JnGNUOkFA,8mKV3KThn3wXGL3OVxrCNg,4
Puf3PbjjRQBgQaE48BUzqA,JbnNk6do3aHF3Kr1bX4HzQ,4
XpVjBn4ZUWNpZbW6_tUSuA,kyXEnWKQGWSThY6EcjORuw,1
I_tFFfsDYTg4sJDCaiCQ-g,UTrqsP-oQrwoIOmBv_Jtzg,1
GnAffbazsHTvIJz48cNawA,abA0s0uxoeOn7zNm-1dDxw,2
PqVd7jHe9VOZH3PxfeXZCA,VIJ2KiDKhUVhhpNylEIfog,5
EpVKsVIPddTgvnnL7n3Lmg,8sCEkyczBsOEqizt3mfXyg,4
yWA8xYalMdCkCpf9CCtCWw,lWmDrnqgU6w3gFaJyn_1Uw,4
TvUCWgUHUUI1pwC5XkVgZg,38AI6oP2ObTmtiUuoN0Uvw,5
5gLamv0DlFj9-4QdnbWeoA,ViJjcvNH_Up1mXZ5NieApg,2
tbGkhIRQlaineYDsaGn93w,C1uqM8hRdRW0GImkDHNqsg,5
fqo6tI58eIeMfZkfazl8FA,eJtmOfqwGj5sYKQrB01oWQ,1
uIZWBUF9ovbXWG2dVJ6Zfw,X3-dI5LGMdv6EQ8OLoOU9w,3
nqMG01GBhD381FKn0hixow,D6SCh4BwNb52wZIqXdS4JQ,4
qXWvvpXvu_Qk5zw2TpG4Mw,wDXaIt70oTpaWtlf6Xc79Q,4
nzJiQcBdTlUCm5Ux6k0HIA,ovApUucCKSb9k0lTP2JieQ,4
ASFSqQTc2Hav7rKw_0KQdg,BKLWat64KRYzsT2DgY6Xxg,5
Dk2IkchUjADbrC05sdsAVQ,wDgPYWuBzBTZkeV6FgyEeg,5
nDrV5sO505pXBMTE9CmEjw,iLxG2Oo8HNSZFvJvba4W6g,2
JUK0IjEgX9kiy8Cp-iamqQ,OyBStpjF5e_iRCMXflFasQ,1
lhXwpjhju5GvdhbDloX5Xg,mG3HelRtZVLO3QTYcX4g8Q,3
GXPNVvxH2N_d9CCO905Qgg,bMEev3B405vXG2SJthbcBw,1
NMVoOg529tkT9-8WNCAuWg,ZGIkQIh3KTLM1yOCNpvU5Q,1
W-WTs-vofJqK_-rDUUJJlA,GWS5s8HSm1zjqMLJD7wQLg,2
olG66zeQ3Az-KB3dcuBcWw,9MnbQg7kfb_WgxoV0hXKSQ,5
qZEZbwVtOdVtf6TEsKLr0g,-i3dOjumvOw-52aGXU1xDg,1
NsmFK99A-kCiHJPMj0C9Xw,xeN57OX3lJfY96nfEx63fg,4
KERrgZJxhEpBNoyvexl-bw,-LfTBo0oa_uD454ScEW2XA,1
6G0Jxzx49ugPuOI__WOi3Q,vVdY2qDO7dkUrU8LXYZ1uA,1
W81s2EdHHq4_CYDJNqhgRg,dn9lwYUxmhs_mLKPu7L25Q,3
lYhSQbvJ56RiDyJkm2wU-w,sart5pCz8oUZsQ_3XplcMQ,1
W-XS4Oeusj9durKTo1vSjA,ky0cUgRt1Bye3cxgxXpgYA,2
5kVi2krJN9NyBq5m_TZaRg,0-WocGTpO3Zm4q1Zzz49Rw,1
yLk3DFzlbzJYn0ACSQ8NAA,leoEzfEj27czYZEgBJdK5w,5
_Q36CyQG_VxFOTzl62_UoQ,PTQVaWA-I5ZLzwy5oBbVMg,5
BJz2fV3HS3xsHF7rwPhnRg,EKQiKd7EMZjsa4JokFaeAg,2
kSKNmMBazGCEYbEzoLYkoA,dNch89PUCbxvhieKmWi8LQ,5
3ZIAmbOPhGX_FBBikNKkiA,ZQH1s3nTDyclGrQ160NrEQ,5
tRjwP9QlunhXwfN3EDA-sA,kNtToQSP_Y5U8tznLXuCaw,4
f8t6jocXx1BCchKHTSH2rQ,t_yiQnxUDdPPCN2z4QyezA,5
x6Fr3uJgECqvCFIe1d_sXQ,iLxG2Oo8HNSZFvJvba4W6g,4
15dPwvoD2RjGEEbk6mowdw,ediINKecrx7xDpD_rh0LmQ,5
8f9m9EdA6M5Jr-sqdPrc5A,jeTfL2kCyBtmFGSrSQHqVw,4
xq8MehjzMhUEl33Eun4OCw,68HNLNwMfXu1NuL_2E4N7A,4
O-F6CwxRaYv9YaCbgZRZCA,mOrmBDnz-dOa8An65yUYHA,1
SZo8QQCKwN5sEMMpJUhBIA,pVLZQRs67CF4gZCEYCe_3Q,5
xEfIvih2ievfWBL8mndYhw,F1qPjasn0R6-j8sa6iYNmA,5
yUsMFjDFgz3k1OfRRaXNCA,YJMU2zD1orchUCgCBKDiTQ,1
rMIY9YpnZ6ZcXjCJI48Xtg,DSiLqPi_2AoY6UsZRKez0g,2
B2cAVkDQJ3GgLbYyMihaeg,P4HqDYI1icascvcwca7iLg,2
JMC-c80zYOx-T6xmC95lrw,HAgPykErkXpPJlwOHbY01Q,5
iSqAA0keruU-ZZro7jW0zQ,yE4k_CM9L0yPVVozyELfSQ,4
ZzpNEiZQmrmqqRFxK8mD6w,oK9mdYF8q0XSkhpKs8ChHg,1
MYjoJk69zwgyiijnKh51JQ,xD6Q0UFxO8uE4bdaBDIMlA,5
6_0f1l8jbh-hXbiE_5EYhA,t_yiQnxUDdPPCN2z4QyezA,5
8QMT5KgdJG1K1Wr2mgb2Yw,LElQBiDw8HyU_LrbjP8C1A,5
0cC-ATSpP1IBJwZk-xygaw,l4x5FFzfiCFrGN0S-uZbBQ,4
6DGXpqvfJOfiy8WRbUlFLQ,E4t43bnsfeOY2bv_8IPmSw,4
I5an19AFIRx-pbKUCEgVQw,CmCqXvO1weWgwaZMjMa55w,5
hI8wOGU4EAwY3M891NbzTA,GSe0S6LTB01O5z-6V6T87g,5
OhS5ZfSqA3Miuh2cw0W3Qg,SuQpsHxcxCAB8kxPEIXiBg,3
CEebf13SeodK89d-zGSMhA,rMudAMuRcmg3ZO1QeNoNCA,1
uKyKWo9Jvoa7X0SNpRqVVw,aaJ-RaUdHyB4R3U4qNbRBA,1
59ygiX9-a8B91rb5qvtIgA,kntCn2UTklRO9EvexJ4QAw,5
h_soXW_CHbtoCgW7otmgiw,L2c-qKZWumCmOCR-dqBLrg,4
OhS5ZfSqA3Miuh2cw0W3Qg,UUsS7SrTQQ2AvvpslfrvFA,3
Bas2nVDESnLHSEsfhVTESA,wgBO_XpaLJ_MapolWUH9hQ,5
zvcKaBrvWUSZi6xDsAGh0w,kNtToQSP_Y5U8tznLXuCaw,4
qmjoMFMZdLH69_6eGTGDZw,2YnUIGGmhoJX4Cd61nQLkg,1
7XVCPpjNkEYpZ4v_lHP_Xw,rVF2CysgSp8BxdYYF0lEGA,4
ssl_obliEmdi8ktq__ZmFA,xD6Q0UFxO8uE4bdaBDIMlA,2
l8MOAvGW3nLV4gDa9o3Hag,QdganL5AW9E_fNoRVroLig,5
scVRj-Rkad7zBKTdWayBVQ,kNtToQSP_Y5U8tznLXuCaw,4
ba1AWFOjfdLOKuEXA7JVhA,aR0kTa6WEFROLY5dJ4cmrg,4
lcOOe1LZJM_NZwBWLpURyA,vCopginiBsz1STNhQPb8XA,5
QdlbFZY3toFRfNxthy6cJA,-zEpEmDfFQL-ph0N3BDlXA,5
Yximlvn0cfb3yVDaLuXDxw,aANR9KZfeCMVF6kMls58Sw,5
etwHow2zXrNEkp-7gP4H8A,PMxjEKzuoS7iWPBoM5oOrQ,1
xq8MehjzMhUEl33Eun4OCw,IPpTt6Vzg5SCNVFaKPT0lg,4
qntQp9UoeP6ju8D_W0Y0cw,DNBKTu7qoN_18JIybyIVPw,3
Q-blkQfvXOpa4NaI2Usc2A,lrrUyxzlvqp-niBEj6_6dg,4
jldxYlvQWMaMx9Uj51bWiQ,fqr3dm6pSQ2P9EaO2Zb9Iw,5
5v1OwXLi9RgErLclZKxCEQ,0FrYsoVHheQGoXEQsH2d2Q,4
